Freq.	V(h)
2.18207880986044e+004	(-7.19945108123132e-001dB,-1.21592081305627e+000°)
2.19883525208746e+004	(-7.14986497354850e-001dB,-1.24187088597151e+000°)
2.21572036902359e+004	(-7.09950456663590e-001dB,-1.26790899068890e+000°)
2.23273514877720e+004	(-7.04835775618590e-001dB,-1.29403702750630e+000°)
2.24988058704445e+004	(-6.99641224347343e-001dB,-1.32025691143201e+000°)
2.26715768716757e+004	(-6.94365553213178e-001dB,-1.34657057254786e+000°)
2.28456746019360e+004	(-6.89007492486859e-001dB,-1.37297995637916e+000°)
2.30211092493350e+004	(-6.83565752012478e-001dB,-1.39948702427442e+000°)
2.31978910802182e+004	(-6.78039020866927e-001dB,-1.42609375379143e+000°)
2.33760304397674e+004	(-6.72425967013539e-001dB,-1.45280213909378e+000°)
2.35555377526064e+004	(-6.66725236949147e-001dB,-1.47961419135559e+000°)
2.37364235234110e+004	(-6.60935455344887e-001dB,-1.50653193917513e+000°)
2.39186983375236e+004	(-6.55055224680215e-001dB,-1.53355742899911e+000°)
2.41023728615725e+004	(-6.49083124870450e-001dB,-1.56069272555516e+000°)
2.42874578440965e+004	(-6.43017712887131e-001dB,-1.58793991229589e+000°)
2.44739641161738e+004	(-6.36857522371605e-001dB,-1.61530109185281e+000°)
2.46619025920554e+004	(-6.30601063241398e-001dB,-1.64277838650028e+000°)
2.48512842698046e+004	(-6.24246821289226e-001dB,-1.67037393863193e+000°)
2.50421202319397e+004	(-6.17793257774458e-001dB,-1.69808991124750e+000°)
2.52344216460832e+004	(-6.11238809007059e-001dB,-1.72592848845139e+000°)
2.54281997656150e+004	(-6.04581885923685e-001dB,-1.75389187596434e+000°)
2.56234659303311e+004	(-5.97820873655766e-001dB,-1.78198230164654e+000°)
2.58202315671071e+004	(-5.90954131089427e-001dB,-1.81020201603436e+000°)
2.60185081905670e+004	(-5.83979990417105e-001dB,-1.83855329288987e+000°)
2.62183074037570e+004	(-5.76896756680593e-001dB,-1.86703842976492e+000°)
2.64196408988242e+004	(-5.69702707305401e-001dB,-1.89565974857850e+000°)
2.66225204577015e+004	(-5.62396091626174e-001dB,-1.92441959620962e+000°)
2.68269579527962e+004	(-5.54975130403027e-001dB,-1.95332034510462e+000°)
2.70329653476857e+004	(-5.47438015328471e-001dB,-1.98236439390046e+000°)
2.72405546978167e+004	(-5.39782908524892e-001dB,-2.01155416806416e+000°)
2.74497381512114e+004	(-5.32007942032253e-001dB,-2.04089212054895e+000°)
2.76605279491780e+004	(-5.24111217285670e-001dB,-2.07038073246727e+000°)
2.78729364270271e+004	(-5.16090804583032e-001dB,-2.10002251378180e+000°)
2.80869760147938e+004	(-5.07944742541769e-001dB,-2.12982000401492e+000°)
2.83026592379648e+004	(-4.99671037545402e-001dB,-2.15977577297698e+000°)
2.85199987182113e+004	(-4.91267663178659e-001dB,-2.18989242151397e+000°)
2.87390071741282e+004	(-4.82732559651599e-001dB,-2.22017258227610e+000°)
2.89596974219777e+004	(-4.74063633212307e-001dB,-2.25061892050675e+000°)
2.91820823764398e+004	(-4.65258755547562e-001dB,-2.28123413485271e+000°)
2.94061750513676e+004	(-4.56315763171677e-001dB,-2.31202095819784e+000°)
2.96319885605495e+004	(-4.47232456802807e-001dB,-2.34298215851896e+000°)
2.98595361184759e+004	(-4.38006600726750e-001dB,-2.37412053976575e+000°)
3.00888310411130e+004	(-4.28635922147663e-001dB,-2.40543894276589e+000°)
3.03198867466818e+004	(-4.19118110525412e-001dB,-2.43694024615533e+000°)
3.05527167564435e+004	(-4.09450816899512e-001dB,-2.46862736733471e+000°)
3.07873346954907e+004	(-3.99631653198787e-001dB,-2.50050326345429e+000°)
3.10237542935445e+004	(-3.89658191536992e-001dB,-2.53257093242545e+000°)
3.12619893857584e+004	(-3.79527963493433e-001dB,-2.56483341396364e+000°)
3.15020539135276e+004	(-3.69238459378786e-001dB,-2.59729379065960e+000°)
3.17439619253048e+004	(-3.58787127485186e-001dB,-2.62995518908326e+000°)
3.19877275774227e+004	(-3.48171373320636e-001dB,-2.66282078091996e+000°)
3.22333651349219e+004	(-3.37388558826969e-001dB,-2.69589378414006e+000°)
3.24808889723860e+004	(-3.26436001581132e-001dB,-2.72917746420336e+000°)
3.27303135747829e+004	(-3.15310973979378e-001dB,-2.76267513530040e+000°)
3.29816535383121e+004	(-3.04010702403665e-001dB,-2.79639016163020e+000°)
3.32349235712592e+004	(-2.92532366370044e-001dB,-2.83032595871746e+000°)
3.34901384948563e+004	(-2.80873097658408e-001dB,-2.86448599476994e+000°)
3.37473132441496e+004	(-2.69029979423129e-001dB,-2.89887379207693e+000°)
3.40064628688732e+004	(-2.57000045284067e-001dB,-2.93349292845201e+000°)
3.42676025343302e+004	(-2.44780278397376e-001dB,-2.96834703871918e+000°)
3.45307475222795e+004	(-2.32367610505542e-001dB,-3.00343981624701e+000°)
3.47959132318305e+004	(-2.19758920966110e-001dB,-3.03877501452988e+000°)
3.50631151803445e+004	(-2.06951035758443e-001dB,-3.07435644881971e+000°)
3.53323690043420e+004	(-1.93940726467902e-001dB,-3.11018799780925e+000°)
3.56036904604185e+004	(-1.80724709246987e-001dB,-3.14627360537010e+000°)
3.58770954261663e+004	(-1.67299643752155e-001dB,-3.18261728234517e+000°)
3.61525999011034e+004	(-1.53662132056627e-001dB,-3.21922310840078e+000°)
3.64302200076101e+004	(-1.39808717537390e-001dB,-3.25609523393786e+000°)
3.67099719918725e+004	(-1.25735883736403e-001dB,-3.29323788206661e+000°)
3.69918722248328e+004	(-1.11440053194978e-001dB,-3.33065535064548e+000°)
3.72759372031479e+004	(-9.69175862603243e-002dB,-3.36835201438802e+000°)
3.75621835501543e+004	(-8.21647798638682e-002dB,-3.40633232704048e+000°)
3.78506280168412e+004	(-6.71778662700411e-002dB,-3.44460082363165e+000°)
3.81412874828306e+004	(-5.19530117949916e-002dB,-3.48316212279897e+000°)
3.84341789573650e+004	(-3.64863154938484e-002dB,-3.52202092919334e+000°)
3.87293195803031e+004	(-2.07738078162006e-002dB,-3.56118203596674e+000°)
3.90267266231224e+004	(-4.81144922821789e-003dB,-3.60065032734406e+000°)
3.93264174899302e+004	(1.14048711994622e-002dB,-3.64043078128530e+000°)
3.96284097184822e+004	(2.78793372390968e-002dB,-3.68052847223847e+000°)
3.99327209812083e+004	(4.46162069894424e-002dB,-3.72094857399044e+000°)
4.02393690862473e+004	(6.16198143972739e-002dB,-3.76169636261712e+000°)
4.05483719784887e+004	(7.88945708174241e-002dB,-3.80277721953823e+000°)
4.08597477406230e+004	(9.64449666131312e-002dB,-3.84419663468088e+000°)
4.11735145941998e+004	(1.14275572797620e-001dB,-3.88596020975609e+000°)
4.14896909006941e+004	(1.32391042718576e-001dB,-3.92807366165434e+000°)
4.18082951625810e+004	(1.50796113786902e-001dB,-3.97054282596295e+000°)
4.21293460244181e+004	(1.69495609250941e-001dB,-4.01337366061268e+000°)
4.24528622739368e+004	(1.88494440018305e-001dB,-4.05657224965791e+000°)
4.27788628431420e+004	(2.07797606526262e-001dB,-4.10014480719615e+000°)
4.31073668094193e+004	(2.27410200662996e-001dB,-4.14409768143371e+000°)
4.34383933966521e+004	(2.47337407740940e-001dB,-4.18843735890310e+000°)
4.37719619763462e+004	(2.67584508524462e-001dB,-4.23317046883883e+000°)
4.41080920687634e+004	(2.88156881313588e-001dB,-4.27830378771947e+000°)
4.44468033440641e+004	(3.09060004085671e-001dB,-4.32384424398246e+000°)
4.47881156234581e+004	(3.30299456697405e-001dB,-4.36979892291957e+000°)
4.51320488803644e+004	(3.51880923149098e-001dB,-4.41617507176167e+000°)
4.54786232415807e+004	(3.73810193913441e-001dB,-4.46298010496051e+000°)
4.58278589884605e+004	(3.96093168331345e-001dB,-4.51022160967719e+000°)
4.61797765581002e+004	(4.18735857077242e-001dB,-4.55790735148679e+000°)
4.65343965445351e+004	(4.41744384696222e-001dB,-4.60604528030834e+000°)
4.68917396999446e+004	(4.65124992216164e-001dB,-4.65464353657134e+000°)
4.72518269358667e+004	(4.88884039837054e-001dB,-4.70371045763006e+000°)
4.76146793244213e+004	(5.13028009701131e-001dB,-4.75325458443637e+000°)
4.79803180995436e+004	(5.37563508746380e-001dB,-4.80328466848373e+000°)
4.83487646582271e+004	(5.62497271646874e-001dB,-4.85380967903624e+000°)
4.87200405617749e+004	(5.87836163843360e-001dB,-4.90483881065421e+000°)
4.90941675370622e+004	(6.13587184667462e-001dB,-4.95638149103295e+000°)
4.94711674778074e+004	(6.39757470563390e-001dB,-5.00844738916844e+000°)
4.98510624458531e+004	(6.66354298410857e-001dB,-5.06104642386634e+000°)
5.02338746724578e+004	(6.93385088953281e-001dB,-5.11418877261148e+000°)
5.06196265595963e+004	(7.20857410335892e-001dB,-5.16788488081487e+000°)
5.10083406812708e+004	(7.48778981757447e-001dB,-5.22214547145859e+000°)
5.14000397848319e+004	(7.77157677241196e-001dB,-5.27698155515662e+000°)
5.17947467923099e+004	(8.06001529529017e-001dB,-5.33240444065428e+000°)
5.21924848017561e+004	(8.35318734104687e-001dB,-5.38842574578787e+000°)
5.25932770885944e+004	(8.65117653351194e-001dB,-5.44505740892818e+000°)
5.29971471069836e+004	(8.95406820848004e-001dB,-5.50231170093273e+000°)
5.34041184911894e+004	(9.26194945814017e-001dB,-5.56020123763427e+000°)
5.38142150569683e+004	(9.57490917702700e-001dB,-5.61873899289165e+000°)
5.42274608029606e+004	(9.89303810955903e-001dB,-5.67793831223500e+000°)
5.46438799120949e+004	(1.02164288992315e+000dB,-5.73781292713511e+000°)
5.50634967530036e+004	(1.05451761395369e+000dB,-5.79837696993155e+000°)
5.54863358814485e+004	(1.08793764266922e+000dB,-5.85964498945449e+000°)
5.59124220417583e+004	(1.12191284142481e+000dB,-5.92163196737826e+000°)
5.63417801682760e+004	(1.15645328696705e+000dB,-5.98435333534655e+000°)
5.67744353868186e+004	(1.19156927329786e+000dB,-6.04782499291212e+000°)
5.72104130161472e+004	(1.22727131775351e+000dB,-6.11206332633650e+000°)
5.76497385694486e+004	(1.26357016730894e+000dB,-6.17708522829698e+000°)
5.80924377558284e+004	(1.30047680511738e+000dB,-6.24290811855340e+000°)
5.85385364818157e+004	(1.33800245729647e+000dB,-6.30954996562898e+000°)
5.89880608528785e+004	(1.37615859997251e+000dB,-6.37702930956315e+000°)
5.94410371749521e+004	(1.41495696659489e+000dB,-6.44536528579837e+000°)
5.98974919559781e+004	(1.45440955553367e+000dB,-6.51457765026812e+000°)
6.03574519074558e+004	(1.49452863797378e+000dB,-6.58468680575509e+000°)
6.08209439460052e+004	(1.53532676612046e+000dB,-6.65571382959724e+000°)
6.12879951949422e+004	(1.57681678173060e+000dB,-6.72768050281939e+000°)
6.17586329858659e+004	(1.61901182498675e+000dB,-6.80060934077883e+000°)
6.22328848602580e+004	(1.66192534372972e+000dB,-6.87452362541648e+000°)
6.27107785710945e+004	(1.70557110306900e+000dB,-6.94944743921055e+000°)
6.31923420844698e+004	(1.74996319538832e+000dB,-7.02540570094029e+000°)
6.36776035812332e+004	(1.79511605076801e+000dB,-7.10242420337111e+000°)
6.41665914586383e+004	(1.84104444784414e+000dB,-7.18052965298267e+000°)
6.46593343320043e+004	(1.88776352512756e+000dB,-7.25974971186996e+000°)
6.51558610363910e+004	(1.93528879280654e+000dB,-7.34011304195549e+000°)
6.56562006282859e+004	(1.98363614505796e+000dB,-7.42164935166329e+000°)
6.61603823873050e+004	(2.03282187289414e+000dB,-7.50438944521431e+000°)
6.66684358179057e+004	(2.08286267757353e+000dB,-7.58836527471589e+000°)
6.71803906511136e+004	(2.13377568460518e+000dB,-7.67360999523133e+000°)
6.76962768462627e+004	(2.18557845837930e+000dB,-7.76015802302856e+000°)
6.82161245927478e+004	(2.23828901745742e+000dB,-7.84804509722341e+000°)
6.87399643117921e+004	(2.29192585055849e+000dB,-7.93730834504950e+000°)
6.92678266582267e+004	(2.34650793327890e+000dB,-8.02798635100354e+000°)
6.97997425222849e+004	(2.40205474558752e+000dB,-8.12011923013771e+000°)
7.03357430314098e+004	(2.45858629013843e+000dB,-8.21374870578828e+000°)
7.08758595520757e+004	(2.51612311144805e+000dB,-8.30891819205697e+000°)
7.14201236916238e+004	(2.57468631598499e+000dB,-8.40567288138381e+000°)
7.19685673001121e+004	(2.63429759322537e+000dB,-8.50405983758261e+000°)
7.25212224721785e+004	(2.69497923772869e+000dB,-8.60412809473425e+000°)
7.30781215489199e+004	(2.75675417229368e+000dB,-8.70592876237412e+000°)
7.36392971197839e+004	(2.81964597225701e+000dB,-8.80951513744028e+000°)
7.42047820244768e+004	(2.88367889100255e+000dB,-8.91494282349292e+000°)
7.47746093548845e+004	(2.94887788675208e+000dB,-9.02226985775795e+000°)
7.53488124570096e+004	(3.01526865071501e+000dB,-9.13155684659721e+000°)
7.59274249329226e+004	(3.08287763667781e+000dB,-9.24286711005896e+000°)
7.65104806427283e+004	(3.15173209212114e+000dB,-9.35626683622358e+000°)
7.70980137065473e+004	(3.22186009095734e+000dB,-9.47182524611989e+000°)
7.76900585065124e+004	(3.29329056798802e+000dB,-9.58961477006350e+000°)
7.82866496887812e+004	(3.36605335518795e+000dB,-9.70971123634073e+000°)
7.88878221655632e+004	(3.44017921992910e+000dB,-9.83219407325314e+000°)
7.94936111171627e+004	(3.51569990526611e+000dB,-9.95714652563055e+000°)
8.01040519940380e+004	(3.59264817241354e+000dB,-1.00846558870249e+001°)
8.07191805188755e+004	(3.67105784555345e+000dB,-1.02148137489179e+001°)
8.13390326886803e+004	(3.75096385912250e+000dB,-1.03477162684003e+001°)
8.19636447768830e+004	(3.83240230773742e+000dB,-1.04834644559273e+001°)
8.25930533354620e+004	(3.91541049892912e+000dB,-1.06221644849147e+001°)
8.32272951970828e+004	(4.00002700886769e+000dB,-1.07639280251145e+001°)
8.38664074772531e+004	(4.08629174127354e+000dB,-1.09088726019104e+001°)
8.45104275764953e+004	(4.17424598972219e+000dB,-1.10571219838923e+001°)
8.51593931825346e+004	(4.26393250356725e+000dB,-1.12088066013143e+001°)
8.58133422725048e+004	(4.35539555771880e+000dB,-1.13640639983174e+001°)
8.64723131151706e+004	(4.44868102653271e+000dB,-1.15230393221042e+001°)
8.71363442731672e+004	(4.54383646208360e+000dB,-1.16858858525987e+001°)
8.78054746052567e+004	(4.64091117711140e+000dB,-1.18527655765110e+001°)
8.84797432686023e+004	(4.73995633295224e+000dB,-1.20238498101593e+001°)
8.91591897210597e+004	(4.84102503278459e+000dB,-1.21993198758923e+001°)
8.98438537234862e+004	(4.94417242054146e+000dB,-1.23793678375040e+001°)
9.05337753420674e+004	(5.04945578586358e+000dB,-1.25641973006520e+001°)
9.12289949506619e+004	(5.15693467548904e+000dB,-1.27540242849933e+001°)
9.19295532331641e+004	(5.26667101149975e+000dB,-1.29490781755397e+001°)
9.26354911858845e+004	(5.37872921686677e+000dB,-1.31496027616368e+001°)
9.33468501199496e+004	(5.49317634875988e+000dB,-1.33558573729800e+001°)
9.40636716637184e+004	(5.61008224010874e+000dB,-1.35681181232429e+001°)
9.47859977652196e+004	(5.72951964992263e+000dB,-1.37866792732022e+001°)
9.55138706946053e+004	(5.85156442289339e+000dB,-1.40118547267365e+001°)
9.62473330466254e+004	(5.97629565881994e+000dB,-1.42439796747886e+001°)
9.69864277431199e+004	(6.10379589239952e+000dB,-1.44834124043199e+001°)
9.77311980355306e+004	(6.23415128393181e+000dB,-1.47305362915225e+001°)
9.84816875074323e+004	(6.36745182147067e+000dB,-1.49857620010969e+001°)
9.92379400770834e+004	(6.50379153493365e+000dB,-1.52495299163430e+001°)
9.99999999999955e+004	(6.64326872263521e+000dB,-1.55223128281654e+001°)
1.00767911871524e+005	(6.78598619064195e+000dB,-1.58046189149713e+001°)
1.01541720629476e+005	(6.93205150524773e+000dB,-1.60969950498988e+001°)
1.02321471556744e+005	(7.08157725872284e+000dB,-1.64000304769531e+001°)
1.03107210283951e+005	(7.23468134829818e+000dB,-1.67143609035780e+001°)
1.03898982792123e+005	(7.39148726807675e+000dB,-1.70406730640598e+001°)
1.04696835415381e+005	(7.55212441321166e+000dB,-1.73797098161207e+001°)
1.05500814843650e+005	(7.71672839521790e+000dB,-1.77322758422837e+001°)
1.06310968125394e+005	(7.88544136666769e+000dB,-1.80992440382919e+001°)
1.07127342670366e+005	(8.05841235270815e+000dB,-1.84815626832822e+001°)
1.07949986252384e+005	(8.23579758578855e+000dB,-1.88802635008375e+001°)
1.08778947012130e+005	(8.41776083861381e+000dB,-1.92964707367871e+001°)
1.09614273459959e+005	(8.60447374856969e+000dB,-1.97314113990645e+001°)
1.10456014478748e+005	(8.79611612457070e+000dB,-2.01864268274867e+001°)
1.11304219326747e+005	(8.99287622431826e+000dB,-2.06629857874352e+001°)
1.12158937640469e+005	(9.19495098612763e+000dB,-2.11626993116035e+001°)
1.13020219437590e+005	(9.40254619453889e+000dB,-2.16873375487517e+001°)
1.13888115119879e+005	(9.61587655253953e+000dB,-2.22388489182528e+001°)
1.14762675476145e+005	(9.83516562497922e+000dB,-2.28193819146019e+001°)
1.15643951685209e+005	(1.00606456070935e+001dB,-2.34313099572332e+001°)
1.16531995318905e+005	(1.02925568582741e+001dB,-2.40772597379545e+001°)
1.17426858345087e+005	(1.05311471233980e+001dB,-2.47601435804601e+001°)
1.18328593130682e+005	(1.07766703409777e+001dB,-2.54831963922980e+001°)
1.19237252444745e+005	(1.10293849075872e+001dB,-2.62500178563545e+001°)
1.20152889461553e+005	(1.12895512295014e+001dB,-2.70646205712101e+001°)
1.21075557763712e+005	(1.15574283427761e+001dB,-2.79314848987007e+001°)
1.22005311345299e+005	(1.18332693189923e+001dB,-2.88556212984014e+001°)
1.22942204615015e+005	(1.21173150917789e+001dB,-2.98426408997826e+001°)
1.23886292399372e+005	(1.24097862344480e+001dB,-3.08988349481939e+001°)
1.24837629945903e+005	(1.27108720864682e+001dB,-3.20312635067630e+001°)
1.25796272926392e+005	(1.30207164606166e+001dB,-3.32478533216823e+001°)
1.26762277440134e+005	(1.33393989587270e+001dB,-3.45575039430214e+001°)
1.27735700017217e+005	(1.36669106797452e+001dB,-3.59701998623246e+001°)
1.28716597621829e+005	(1.40031228230644e+001dB,-3.74971243325064e+001°)
1.29705027655594e+005	(1.43477463888645e+001dB,-3.91507673302717e+001°)
1.30701047960931e+005	(1.47002808942474e+001dB,-4.09450153492822e+001°)
1.31704716824435e+005	(1.50599498380065e+001dB,-4.28952038066276e+001°)
1.32716092980292e+005	(1.54256207021199e+001dB,-4.50181031825016e+001°)
1.33735235613717e+005	(1.57957078196462e+001dB,-4.73317970756244e+001°)
1.34762204364411e+005	(1.61680578539185e+001dB,-4.98553941034634e+001°)
1.35797059330058e+005	(1.65398204830511e+001dB,-5.26084971615276e+001°)
1.36839861069840e+005	(1.69073118789689e+001dB,-5.56103365527087e+001°)
1.37890670607979e+005	(1.72658864180579e+001dB,-5.88784656415481e+001°)
1.38949549437307e+005	(1.76098430334154e+001dB,-6.24269327040860e+001°)
1.40016559522872e+005	(1.79324057106451e+001dB,-6.62639006451604e+001°)
1.41091763305553e+005	(1.82258293121115e+001dB,-7.03888095417832e+001°)
1.42175223705725e+005	(1.84816850293858e+001dB,-7.47893768224318e+001°)
1.43267004126934e+005	(1.86913640150085e+001dB,-7.94389824142642e+001°)
1.44367168459607e+005	(1.88467939886256e+001dB,-8.42952061591411e+001°)
1.45475781084798e+005	(1.89412928290677e+001dB,-8.93003252756657e+001°)
1.46592906877947e+005	(1.89704058926655e+001dB,-9.43842937836482e+001°)
1.47718611212681e+005	(1.89325292857465e+001dB,-9.94700911454891e+001°)
1.48852959964640e+005	(1.88291472976254e+001dB,-1.04480547319022e+002°)
1.49996019515330e+005	(1.86646136723584e+001dB,-1.09345200497122e+002°)
1.51147856756008e+005	(1.84455415946318e+001dB,-1.14005731119704e+002°)
1.52308539091598e+005	(1.81799712959431e+001dB,-1.18419048736227e+002°)
1.53478134444634e+005	(1.78765135695957e+001dB,-1.22557886797656e+002°)
1.54656711259234e+005	(1.75436253006602e+001dB,-1.26409407025783e+002°)
1.55844338505109e+005	(1.71890963462075e+001dB,-1.29972616464330e+002°)
1.57041085681595e+005	(1.68197554726985e+001dB,-1.33255371006693e+002°)
1.58247022821721e+005	(1.64413580336811e+001dB,-1.36271523500916e+002°)
1.59462220496309e+005	(1.60586012931685e+001dB,-1.39038521167819e+002°)
1.60686749818103e+005	(1.56752158418207e+001dB,-1.41575554167043e+002°)
1.61920682445929e+005	(1.52940930470472e+001dB,-1.43902230713448e+002°)
1.63164090588891e+005	(1.49174216044751e+001dB,-1.46037693829974e+002°)
1.64417047010595e+005	(1.45468173535929e+001dB,-1.48000078442394e+002°)
1.65679625033405e+005	(1.41834384997464e+001dB,-1.49806214738364e+002°)
1.66951898542741e+005	(1.38280834867795e+001dB,-1.51471500523586e+002°)
1.68233941991392e+005	(1.34812716889537e+001dB,-1.53009883757837e+002°)
1.69525830403884e+005	(1.31433085538119e+001dB,-1.54433912833346e+002°)
1.70827639380863e+005	(1.28143373970685e+001dB,-1.55754825239415e+002°)
1.72139445103520e+005	(1.24943801205434e+001dB,-1.56982655048992e+002°)
1.73461324338053e+005	(1.21833689448761e+001dB,-1.58126346671979e+002°)
1.74793354440155e+005	(1.18811709679600e+001dB,-1.59193867169852e+002°)
1.76135613359544e+005	(1.15876070585731e+001dB,-1.60192312687313e+002°)
1.77488179644521e+005	(1.13024663126349e+001dB,-1.61128006691490e+002°)
1.78851132446571e+005	(1.10255170536395e+001dB,-1.62006589066655e+002°)
1.80224551524991e+005	(1.07565151532185e+001dB,-1.62833095945498e+002°)
1.81608517251560e+005	(1.04952102803847e+001dB,-1.63612030644172e+002°)
1.83003110615242e+005	(1.02413505541033e+001dB,-1.64347426329882e+002°)
1.84408413226922e+005	(9.99468596800245e+000dB,-1.65042901168944e+002°)
1.85824507324189e+005	(9.75497087305840e+000dB,-1.65701706735034e+002°)
1.87251475776140e+005	(9.52196573941499e+000dB,-1.66326770437561e+002°)
1.88689402088237e+005	(9.29543836824476e+000dB,-1.66920732681897e+002°)
1.90138370407189e+005	(9.07516468563151e+000dB,-1.67485979411324e+002°)
1.91598465525876e+005	(8.86092922031799e+000dB,-1.68024670613863e+002°)
1.93069772888316e+005	(8.65252534386275e+000dB,-1.68538765311187e+002°)
1.94552378594658e+005	(8.44975533373221e+000dB,-1.69030043484428e+002°)
1.96046369406227e+005	(8.25243030592207e+000dB,-1.69500125334528e+002°)
1.97551832750598e+005	(8.06037005292572e+000dB,-1.69950488223326e+002°)
1.99068856726712e+005	(7.87340281452769e+000dB,-1.70382481595977e+002°)
2.00597530110032e+005	(7.69136500244591e+000dB,-1.70797340145216e+002°)
2.02137942357739e+005	(7.51410089484843e+000dB,-1.71196195442998e+002°)
2.03690183613968e+005	(7.34146231289924e+000dB,-1.71580086234687e+002°)
2.05254344715077e+005	(7.17330828849415e+000dB,-1.71949967564683e+002°)
2.06830517194972e+005	(7.00950473002589e+000dB,-1.72306718879686e+002°)
2.08418793290456e+005	(6.84992409122873e+000dB,-1.72651151236228e+002°)
2.10019265946629e+005	(6.69444504676724e+000dB,-1.72984013722258e+002°)
2.11632028822330e+005	(6.54295217716851e+000dB,-1.73305999188049e+002°)
2.13257176295613e+005	(6.39533566488002e+000dB,-1.73617749369204e+002°)
2.14894803469273e+005	(6.25149100260869e+000dB,-1.73919859473755e+002°)
2.16545006176411e+005	(6.11131871461989e+000dB,-1.74212882296092e+002°)
2.18207880986042e+005	(5.97472409131673e+000dB,-1.74497331912421e+002°)
2.19883525208744e+005	(5.84161693715081e+000dB,-1.74773687005573e+002°)
2.21572036902357e+005	(5.71191133171604e+000dB,-1.75042393860949e+002°)
2.23273514877718e+005	(5.58552540373402e+000dB,-1.75303869070286e+002°)
2.24988058704442e+005	(5.46238111753718e+000dB,-1.75558501975363e+002°)
2.26715768716755e+005	(5.34240407158546e+000dB,-1.75806656879933e+002°)
2.28456746019357e+005	(5.22552330850970e+000dB,-1.76048675054759e+002°)
2.30211092493348e+005	(5.11167113614688e+000dB,-1.76284876557675e+002°)
2.31978910802179e+005	(5.00078295902363e+000dB,-1.76515561888061e+002°)
2.33760304397671e+005	(4.89279711974153e+000dB,-1.76741013492842e+002°)
2.35555377526062e+005	(4.78765474972658e+000dB,-1.76961497139186e+002°)
2.37364235234108e+005	(4.68529962881900e+000dB,-1.77177263167364e+002°)
2.39186983375233e+005	(4.58567805319517e+000dB,-1.77388547635704e+002°)
2.41023728615722e+005	(4.48873871113435e+000dB,-1.77595573368295e+002°)
2.42874578440962e+005	(4.39443256616560e+000dB,-1.77798550914894e+002°)
2.44739641161735e+005	(4.30271274715048e+000dB,-1.77997679431491e+002°)
2.46619025920552e+005	(4.21353444488408e+000dB,-1.78193147489089e+002°)
2.48512842698043e+005	(4.12685481481547e+000dB,-1.78385133817441e+002°)
2.50421202319394e+005	(4.04263288551516e+000dB,-1.78573807989796e+002°)
2.52344216460829e+005	(3.96082947253773e+000dB,-1.78759331054095e+002°)
2.54281997656147e+005	(3.88140709734851e+000dB,-1.78941856115468e+002°)
2.56234659303308e+005	(3.80432991100454e+000dB,-1.79121528874438e+002°)
2.58202315671068e+005	(3.72956362230019e+000dB,-1.79298488124772e+002°)
2.60185081905668e+005	(3.65707543010426e+000dB,-1.79472866214539e+002°)
2.62183074037567e+005	(3.58683395963495e+000dB,-1.79644789473587e+002°)
2.64196408988239e+005	(3.51880920243495e+000dB,-1.79814378610360e+002°)
2.66225204577012e+005	(3.45297245982400e+000dB,-1.79981749080671e+002°)
2.68269579527959e+005	(3.38929628962157e+000dB,1.79852988569183e+002°)
2.70329653476854e+005	(3.32775445594583e+000dB,1.79689728382788e+002°)
2.72405546978164e+005	(3.26832188190832e+000dB,1.79528368695510e+002°)
2.74497381512111e+005	(3.21097460503481e+000dB,1.79368811856125e+002°)
2.76605279491777e+005	(3.15568973525515e+000dB,1.79210963966559e+002°)
2.78729364270269e+005	(3.10244541531548e+000dB,1.79054734638244e+002°)
2.80869760147935e+005	(3.05122078347493e+000dB,1.78900036763742e+002°)
2.83026592379645e+005	(3.00199593835918e+000dB,1.78746786302391e+002°)
2.85199987182110e+005	(2.95475190585203e+000dB,1.78594902078840e+002°)
2.87390071741279e+005	(2.90947060791311e+000dB,1.78444305593429e+002°)
2.89596974219774e+005	(2.86613483321829e+000dB,1.78294920843465e+002°)
2.91820823764395e+005	(2.82472820952586e+000dB,1.78146674154499e+002°)
2.94061750513673e+005	(2.78523517767919e+000dB,1.77999494020820e+002°)
2.96319885605492e+005	(2.74764096716025e+000dB,1.77853310954396e+002°)
2.98595361184756e+005	(2.71193157311771e+000dB,1.77708057341580e+002°)
3.00888310411126e+005	(2.67809373479532e+000dB,1.77563667306959e+002°)
3.03198867466814e+005	(2.64611491529323e+000dB,1.77420076583724e+002°)
3.05527167564432e+005	(2.61598328259969e+000dB,1.77277222390044e+002°)
3.07873346954903e+005	(2.58768769183365e+000dB,1.77135043310909e+002°)
3.10237542935442e+005	(2.56121766864430e+000dB,1.76993479184980e+002°)
3.12619893857581e+005	(2.53656339371709e+000dB,1.76852470995996e+002°)
3.15020539135273e+005	(2.51371568833910e+000dB,1.76711960768315e+002°)
3.17439619253045e+005	(2.49266600098055e+000dB,1.76571891466214e+002°)
3.19877275774223e+005	(2.47340639485233e+000dB,1.76432206896556e+002°)
3.22333651349215e+005	(2.45592953640289e+000dB,1.76292851614494e+002°)
3.24808889723857e+005	(2.44022868471960e+000dB,1.76153770831872e+002°)
3.27303135747826e+005	(2.42629768180440e+000dB,1.76014910328009e+002°)
3.29816535383118e+005	(2.41413094369451e+000dB,1.75876216362570e+002°)
3.32349235712588e+005	(2.40372345240211e+000dB,1.75737635590230e+002°)
